0	1
24186	6122
8371	1569
22753	11867
10338	1207
6755	9444
27546	14400
1495	17324
26656	6237
3075	895
9045	13793
13017	10621
15366	13442
18963	1991
15269	20154
5172	14463
14875	13619
28650	18809
2187	5802
9692	3023
6926	20967
23790	8229
10067	605
1763	1044
25053	7634
11005	12228
19631	1223
14782	6602
4312	21603
4333	9877
16923	10477
15769	4154
13168	13763
10768	21333
23831	13455
1560	15066
25112	8070
6143	13854
7122	6590
38742	13925
21326	523
11136	791
1520	10191
4839	24130
11628	13825
19764	3859
1949	2460
11562	6152
6792	1467
11128	2513
17514	6084
6581	9426
23680	33180
966	3746
1013	3449
31912	4083
35904	17593
34509	21644
5859	19729
21430	1519
13126	19665
4422	8242
40683	6642
39225	12739
22203	11305
2123	23177
21290	6994
5372	1854
20	346
20172	21296
5914	8144
26105	12584
7724	15712
19602	11646
10202	9150
12311	241
15678	1797
14947	12918
9801	10383
1387	599
43322	14113
6809	2580
25875	22515
3788	2893
3029	11206
9386	4362
21039	19282
23044	2737
30419	32794
31004	14645
7828	18514
9420	9873
4386	10920
14711	8253
106	14650
44376	13560
13429	22569
8626	7648
4827	2526
2637	18680
15537	3227
22086	37938
21419	15258
23323	22833
12789	21305
20587	5422
34143	20108
13473	19197
2429	14486
31197	4873
4736	13226
6880	5241
21815	10010
720	19918
5505	3937
9819	7110
6028	12200
31989	6207
4852	2969
19145	766
9379	2530
6562	19309
36970	24697
20866	18055
13784	9942
11307	19587
34897	15852
6403	4534
15304	2099
30915	586
38648	11778
14967	12622
350	1109
16775	41463
24622	20103
9472	18527
1130	3844
14634	3436
21189	24572
34697	4572
4561	5272
31711	24548
14279	14350
6653	20223
11731	4724
1102	7803
6623	20609
3162	84
17394	20237
32586	2562
9892	2382
24754	6752
22632	17299
21445	4526
9239	1179
13782	8296
21448	20667
26976	2070
19011	25015
9332	998
30661	15429
19372	3940
19073	6267
37894	2657
8150	8082
20886	17745
175	2052
29121	5686
2109	988
27798	13289
19623	19508
11795	8307
10752	7971
22590	7475
28844	19149
8769	10311
18371	40906
252	843
12027	18758
10682	15082
30011	9312
25952	2802
3421	11805
21506	16937
9775	21202
10967	576
9971	6210
10959	4773
25767	8269
17688	8418
37645	10210
15778	8905
1005	1840
15740	7338
12449	10121
23610	2585
23492	13704
7425	3045
6223	8457
28506	2278
12146	12563
11889	9231
4588	10348
25880	4066
17421	16188
23389	3147
8546	7241
6061	2015
27417	24536
29263	270
12811	3010
13557	24900
14167	4858
6236	1458
2294	6150
2214	4809
25591	6300
19986	6741
28566	4888
39874	30125
27648	17909
5242	7201
20088	32766
12425	844
44420	6256
7937	18280
23985	12418
26978	1984
38167	2540
17539	1254
14913	13171
1818	2486
4475	2720
29850	8266
79	12920
12023	23437
7596	8309
16312	953
11647	146
26261	3511
22423	4319
24512	4886
20043	607
323	219
3837	5703
4782	1681
26016	10770
38432	11483
22097	133
23403	291
921	5623
5890	8153
782	22052
8440	2928
28518	1941
33077	13612
4612	13054
98	222
15623	1675
21075	11492
21110	7020
14189	3025
2662	32015
3473	5956
17582	20031
20745	10125
10341	1128
15063	8742
23158	199
9813	1683
8868	3490
3284	6843
8790	15814
693	7723
13166	1880
6383	10916
23974	5188
36580	5616
22405	20643
17898	2188
19965	3145
1971	17236
20571	20482
11286	5364
2820	408
12450	9931
24303	7349
21472	6145
11721	1091
15789	1828
29722	6781
21880	9237
